cityname,min_o3,max_o3,min_pm25,max_pm25,min_pm10,max_pm10,min_so2,max_so2,min_no2,max_no2,min_co,max_co
california/mendocino/willits-justice-center/,,,5,55,,,,,,,,
california/monterey/salinas--3/,4,36,5,53,4,24,,,1,11,2,6
california/alameda/livermore-rincon/,3,34,5,50,2,20,0,2,1,12,3,9
california/alameda/oakland-east/,3,36,9,46,,,0,4,3,20,2,7
california/alameda/oakland-west/,18,39,5,61,,,0,2,2,22,4,6
california/contra-costa/concord/,6,38,17,57,,,0,3,1,10,1,2
california/contra-costa/san-pablo-rumrill/,5,38,17,50,,,0,3,1,13,4,8
california/marin/san-rafael/,6,38,5,53,,,0,3,1,30,3,6
california/napa/napa-jefferson-avenue/,2,32,17,57,,,1,3,3,13,4,8
california/san-francisco/san-francisco-arkansas-street/,14,39,5,42,,,0,2,2,24,2,4
california/san-mateo/redwood-city/,4,40,5,76,,,0,4,2,20,2,9
california/santa-clara/san-jose-jackson-st/,6,38,5,38,,,0,1,1,26,2,6
california/santa-clara/gilroy-9th-street/,5,47,5,63,2,25,,,1,20,2,8
california/madera/madera-city/,3,50,5,87,9,41,0,16,0,14,2,5
california/plumas/portola-gulling-street/,,,5,137,,,,,,,,
california/kern/kernville-forest-service/,,,,,,,,,,,,
california/placer/tahoe-city-221-fairway-drive/,23,41,5,50,,,,,,,,
california/placer/auburn-11645-atwood-road/,15,47,9,59,7,20,,,4,19,,
california/placer/lincoln-1445-1st-street/,16,42,5,34,7,20,,,4,19,,
california/alameda/oakland-laney-college/,10,33,5,38,,,0,1,5,27,3,7
california/fresno/pinehurst-forest-service/,,,,,,,,,,,,
california/tulare/springville-forest-service/,,,,,,,,,,,,
california/solano/rio-vista-ys/,4,38,5,30,,,0,2,1,7,1,2
california/sonoma/sebastopol-103-morris-street/,21,39,5,38,,,,,1,7,4,5
california/san-diego/otay-mesa-donovan-correctional-facility/,13,52,2,72,,,,,1,14,,
california/inyo/keeler-cerro-gordo-road/,,,1,46,3,58,,,,,,
california/placer/tahoe-city-221-fairway-drive/,23,41,5,50,,,,,,,,
california/placer/auburn-atwood-rd/,15,43,5,34,5,19,,,3,15,,
california/solano/rio-vista-st-francis-way/,4,38,9,42,,,0,2,1,7,1,2
california/san-luis-obispo/atascadero-lift-station--5/,2,42,5,25,1,19,,,1,8,,
california/santa-clara/san-jose-knox-avenue/,1,38,9,42,,,0,1,6,25,3,11
california/tehama/red-bluff-walnut-st/,13,40,5,21,,,,,,,,
california/inyo/bishop-line/,,,1,62,5,22,,,,,,
california/san-luis-obispo/atascadero-lift-station--5/,2,42,5,25,1,19,,,1,8,,
california/alameda/berkeley-aquatic-park/,16,38,5,34,,,0,2,2,29,4,6
california/sonoma/sebastopol/,4,38,5,50,,,,,1,10,3,5
california/placer/lincoln-1445-1st-st./,2,42,5,34,7,20,,,4,20,,
newyork/,10,53,8,53,,,,,3,31,1,2
buffalo/,14,47,12,65,,,,,3,20,,
usa/newyork/,15,53,12,67,,,,,5,56,1,7
usa/newyork/is-52/,2,45,5,53,,,,,5,26,1,5
usa/newyork/white-plains/,3,44,3,50,,,,,,,,
usa/newyork/suffolk-county/,12,41,3,45,,,,,,,,
usa/newyork/queens-college/,21,33,,,,,,,3,11,,
usa/newyork/ccny/,10,40,36,86,,,,,18,56,1,6
usa/newyork/is-74/,,,1,28,,,,,3,26,1,2
usa/newyork/ps-314/,10,50,2,61,,,,,,,,
usa/newyork/maspeth/,,,30,95,,,,,18,51,1,10
usa/newyork/eisenhower-park/,1,41,1,44,,,,,,,,
usa/newyork/is-143/,18,44,3,69,,,,,3,16,2,7
usa/newyork/division-street/,1,42,4,100,,,,,4,53,1,10
usa/newyork/ps-274/,,,2,66,,,,,5,26,1,5
usa/newyork/fresh-kills-west/,18,51,4,62,,,,,,,,
usa/newyork/albany-county-hd/,12,49,1,66,,,,,,,1,3
usa/newyork/utica/,,,1,62,,,,,,,,
usa/newyork/buffalo/,2,40,9,52,,,,,3,40,,
usa/newyork/rochester/,19,42,3,51,,,,,3,12,,
usa/newyork/newburgh/,,,3,65,,,,,,,,
usa/newyork/pinnacle/,22,42,3,52,,,,,,,,
usa/newyork/rockland-county/,18,38,1,29,,,,,,,,
usa/newyork/ps-19/,12,38,3,43,,,,,4,40,1,2
usa/newyork/peace-bridge-busti-ave/,13,24,1,91,,,,,,,,
usa/newyork/tonawanda-ii/,17,36,3,52,,,,,,,,
usa/newyork/port-richmond/,10,50,5,45,,,,,,,,
usa/newyork/morrisania/,,,3,24,,,,,,,,
usa/new-york/holtsville/,500,500,567,999,,,,,,,,
usa/mexico/colegio-de-bachilleres/,,,,,,,,,,,,
usa/mexico/universidad-autonoma-de-baja-california/,,,,,,,,,,,,
usa/mexico/cuajimalpa/,,,,,,,,,,,,
usa/mexico/chalco/,,,,,,,,,,,,
usa/arizona/douglas-red-cross/,,,5,55,74,74,,,,,,
usa/arizona/nogales-post-office/,,,13,74,8,92,,,,,,
usa/arizona/alamo-lake/,11,27,9,55,8,20,,,,,,
usa/arizona/childrens-park-site/,8,25,13,87,,,,,,,,
usa/arizona/phoenix-jlg-supersite/,1,33,5,46,18,49,1,1,1,22,1,7
usa/arizona/yuma-supersite/,1,31,9,74,10,85,,,,,,
usa/alabama/wylam/,,,1,58,1,24,,,,,,
usa/alabama/corner/,7,33,1,44,,,,,,,,
usa/alabama/no.-bham/,1,46,23,87,16,42,,,,,,
usa/alabama/mcadory/,1,39,25,63,,,,,,,,
usa/indiana/anderson-eastside-elem.-sch/,,,11,47,,,,,,,,
usa/indiana/evansville-buena-vista/,1,50,2,78,,,3,7,4,25,,
usa/indiana/indpls-i-70-e/,2,28,18,64,,,,,6,32,2,8
usa/indiana/indpls-washington-park/,7,47,8,69,8,40,2,3,3,32,1,9
usa/indiana/bloomington/,,,9,51,,,,,,,,
usa/indiana/gary-iitri/,1,37,1,61,3,55,3,6,6,21,,
usa/indiana/indpls-w.18th-st/,,,,,,,,,,,,
usa/kentucky/fivco/,1,60,17,63,,,,,,,,
usa/kentucky/jprecc/,20,42,,,,,,,,,,
usa/kentucky/newtwn/,26,52,14,59,,,,,,,,
usa/minnesota/lakeville-near-road/,,,5,46,,,,,1,25,2,5
usa/minnesota/brainerd/,12,38,21,57,,,,,,,,
usa/minnesota/west-duluth/,,,5,65,,,,,,,,
usa/minnesota/minneapolis-near-road/,6,38,9,72,,,,,1,30,2,6
usa/minnesota/minneapolis-lyndale/,,,5,61,,,,,,,,
usa/minnesota/virginia/,,,5,38,,,,,,,,
usa/minnesota/detroit-lakes/,18,25,5,25,,,,,,,,
usa/minnesota/grand-portage/,,,5,46,,,,,,,,
usa/minnesota/st.-michael/,13,36,5,30,,,,,,,,
usa/minnesota/st.-cloud/,1,41,5,78,,,,,,,,
usa/minnesota/rochester/,6,34,9,68,,,,,,,,
usa/minnesota/minneapolis-phillips/,,,5,76,,,,,,,,
usa/minnesota/ely/,15,28,5,25,,,,,,,,
usa/minnesota/blaine/,1,35,17,63,,,2,4,2,33,3,6
usa/minnesota/st.-paul-harding-h.s./,,,9,61,,,,,,,,
usa/missouri/broadway-south/,,,3,67,,,,,,,,
usa/missouri/blair-street/,2,47,3,55,,,2,3,2,35,2,9
usa/missouri/ladue/,,,22,59,,,,,,,,
usa/missouri/blue-ridge-i-70/,,,1,48,,,,,2,12,2,3
usa/missouri/forest-park/,,,1,80,,,,,5,20,2,5
usa/missouri/arnold/,6,33,6,88,10,117,,,,,,
usa/missouri/liberty/,18,50,5,85,,,,,,,,
usa/missouri/missouri-state-university/,,,12,53,5,21,,,,,,
usa/missouri/eldospgs/,18,41,5,64,,,,,,,,
usa/missouri/troost/,,,10,43,6,27,2,3,3,15,,
usa/missouri/branch-street/,,,11,72,5,72,,,,,,
usa/missouri/st.-joseph/,,,,,4,53,,,,,,
usa/missouri/rg_south/,15,35,1,68,,,,,,,,
usa/north-carolina/garinger/,1,57,25,72,,,,,,,,
usa/north-dakota/beulah-north/,18,42,1,75,5,18,2,3,1,11,,
usa/nebraska/ncore/,1,48,34,129,17,59,2,10,,,2,9
usa/nebraska/llchd-bam/,,,5,63,,,,,,,,
usa/oklahoma/moore/,2,40,1,60,,,,,,,,
usa/oklahoma/glenpool/,2,42,21,142,,,,,,,,
usa/oklahoma/mcalester/,1,41,7,135,,,,,,,,
usa/oklahoma/burneyville/,15,80,,,,,,,,,,
usa/oklahoma/seiling/,23,38,7,43,,,,,,,,
usa/oklahoma/lawton-north/,19,33,14,36,,,,,,,,
usa/oklahoma/tulsa/,1,43,19,135,,,2,3,3,20,2,6
usa/tennessee/riverside/,,,17,74,,,,,,,,
usa/vermont/burlington/,,,1,55,,,,,3,20,2,6
usa/vermont/bennington/,10,46,1,40,,,,,,,,
usa/vermont/rutland/,4,38,5,46,,,2,2,1,16,1,5
usa/vermont/underhill/,23,43,1,52,,,2,2,,,1,2
usa/west-virginia/moundsville/,,,12,121,,,,,,,,
usa/alabama/hoover/,1,49,5,70,,,,,,,,
usa/alabama/montg/,8,38,11,69,,,,,,,,
usa/arkansas/adeq-dsr/,,,32,69,,,,,,,,
usa/arkansas/sprngdle/,33,50,3,77,,,,,,,,
usa/arkansas/marion/,8,56,19,58,,,,,,,,
usa/arkansas/parr/,1,27,2,61,,,,,,,,
usa/arkansas/el-dorado/,,,15,52,,,,,,,,
usa/delaware/killens/,16,51,15,52,,,,,,,,
usa/delaware/seaford/,15,48,13,55,,,,,,,,
usa/illinois/chi_com/,26,47,4,61,,,,,,,,
usa/illinois/bondville/,21,42,2,60,,,2,4,,,1,2
usa/illinois/peoria_j/,,,8,82,,,,,,,,
usa/illinois/gc_mad/,,,5,40,,,,,,,,
usa/illinois/chi_sp/,,,17,70,,,,,,,,
usa/illinois/east-st.-louis/,4,40,5,82,,,,,,,,
usa/illinois/west-union/,15,42,,,,,,,,,,
usa/illinois/braidwd/,15,42,3,59,,,,,,,,
usa/illinois/decatur/,4,43,2,60,,,,,,,,
usa/illinois/alsip/,2,37,5,61,,,,,,,,
usa/illinois/cary/,11,56,19,55,,,,,,,,
usa/illinois/northbrk/,25,40,3,70,,,,,,,,
usa/indiana/new-albany/,4,41,4,30,,,2,3,,,,
usa/kansas/cedrbluf/,16,36,2,54,,,,,,,,
usa/kansas/whlthdpt/,20,42,5,43,6,27,,,,,,
usa/kansas/wy/kc/,3,47,24,108,7,42,,,,,,
usa/kansas/heritage-park/,13,45,10,96,,,,,,,,
usa/kentucky/haz2/,7,43,3,43,,,,,,,,
usa/kentucky/cannons-lane/,15,45,11,51,6,14,2,3,1,8,2,3
usa/kentucky/watson/,1,48,16,53,10,31,2,4,,,,
usa/kentucky/mammoth-cave-np/,6,41,5,68,,,,,,,,
usa/kentucky/baskett/,6,49,30,73,,,,,,,,
usa/kentucky/etown2/,5,50,32,68,,,,,,,,
usa/kentucky/owenpri/,8,53,28,67,,,,,,,,
usa/kentucky/southwick-community-center/,,,4,60,3,34,,,,,,
usa/kentucky/nku/,2,51,19,57,,,,,,,,
usa/maryland/fair-hill/,22,75,9,57,,,,,,,,
usa/maryland/oldtown/,,,21,80,,,,,4,43,,
usa/maryland/rockville/,7,53,5,25,,,,,,,,
usa/maryland/horn-point/,12,53,17,61,,,2,2,,,1,2
usa/maryland/piney-run/,23,50,5,53,,,2,12,,,1,2
usa/maryland/hu-beltsville/,3,34,5,50,,,2,2,,,1,4
usa/maryland/millington/,7,35,5,55,,,,,,,,
usa/maryland/padonia/,,,5,76,,,,,,,,
usa/maryland/edgewood/,17,45,5,53,,,,,,,,
usa/mississippi/hernando/,6,25,15,49,,,,,,,,
usa/mississippi/jaxfs19/,,,12,60,,,,,,,,
usa/mississippi/hattiesburg/,,,19,67,,,,,,,,
usa/mississippi/jackson-ncore/,11,30,,,,,2,2,,,2,3
usa/north-carolina/durham-armory/,12,49,17,76,7,24,10,10,,,,
usa/north-carolina/dillard/,,,41,73,,,,,,,,
usa/north-carolina/cherrygr/,15,43,,,,,,,,,,
usa/north-carolina/clemmons-middle/,17,43,1,52,,,,,,,,
usa/north-carolina/grier-middle-school/,,,3,49,,,,,,,,
usa/north-carolina/montclaire/,,,4,48,,,,,,,,
usa/north-carolina/bded/,,,5,63,,,,,,,,
usa/north-carolina/hattieaven/,8,42,10,56,,,2,2,2,12,,
usa/north-carolina/w-owen-sch/,,,20,70,7,54,,,,,,
usa/north-dakota/williston/,2,38,5,48,1,20,,,,,,
usa/north-dakota/hannover/,18,26,3,31,1,7,2,2,1,3,,
usa/north-dakota/lostwood-nwr/,10,32,3,40,3,13,2,4,1,2,,
usa/north-dakota/bismarck-residential/,14,43,,,,,2,2,2,12,2,3
usa/north-dakota/fargo-nw/,7,41,9,102,1,60,2,3,2,11,,
usa/new-hampshire/miller-state-park/,30,53,5,46,1,17,3,3,,,2,2
usa/new-hampshire/keene/,14,40,5,50,,,,,,,,
usa/new-hampshire/portsmouth/,22,56,6,68,1,43,2,7,,,,
usa/new-hampshire/londonderry-moose-hill/,26,65,5,53,4,27,2,3,,,1,2
usa/ohio/erie/,6,46,7,59,,,,,,,,
usa/ohio/preble-county/,7,55,9,62,,,,,,,1,3
usa/ohio/painesville-jfs/,21,48,22,59,,,2,2,,,,
usa/ohio/sycamore/,9,67,31,66,,,,,,,,
usa/ohio/colerain/,1,42,2,68,,,2,7,,,,
usa/ohio/taft/,12,43,9,54,6,28,2,4,1,13,2,5
usa/ohio/barr-school/,,,8,53,,,,,,,,
usa/ohio/columbus-fairgrounds/,,,1,55,,,,,,,,
usa/ohio/canton/,,,20,131,,,,,,,5,11
usa/ohio/lebanon/,6,43,8,70,,,,,,,,
usa/ohio/batavia/,10,44,15,50,,,,,,,,
usa/ohio/youngstown-head-start/,,,4,72,,,,,,,,
usa/ohio/g.t.craig/,10,44,5,78,,,2,19,2,30,1,8
usa/ohio/dayton-sinclair/,,,10,43,,,,,,,,
usa/ohio/steubenville/,1,44,18,114,,,2,14,,,,
usa/ohio/east-high-school/,,,5,53,,,,,,,,
usa/ohio/yankee-road/,,,13,83,,,,,,,,
usa/ohio/amanda--elementary/,,,5,78,,,2,40,,,,
usa/ohio/chippewa-lake/,15,52,6,49,,,,,,,,
usa/ohio/yellow-springs/,,,2,43,,,,,,,,
usa/ohio/springfield-pm/,,,6,49,,,,,,,,
usa/ohio/lima/,1,39,1,27,,,2,2,,,,
usa/ohio/warren-laird-ave./,,,1,1,,,,,,,,
usa/ohio/ironton-odot/,14,41,2,45,,,2,4,,,,
usa/oklahoma/roland/,2,30,11,69,,,,,,,,
usa/oklahoma/miami/,9,26,,,,,,,,,,
usa/oklahoma/north-okc/,14,43,16,54,5,33,2,2,,,2,5
usa/oklahoma/stilwell-castnet---ncore/,10,38,13,61,6,18,2,2,,,1,2
usa/rhode-island/narragansett/,19,49,5,70,,,,,,,,
usa/rhode-island/e-providence/,2,48,5,68,,,2,2,1,21,2,5
usa/rhode-island/providence/,,,5,30,,,,,,,,
usa/south-carolina/greenville-esc/,,,10,62,10,27,2,2,3,29,,
usa/south-carolina/long-creek/,18,47,,,,,2,2,,,,
usa/south-carolina/chesterfield/,15,33,5,57,,,,,,,,
usa/south-carolina/tk-gregg/,,,17,52,,,,,,,,
usa/south-carolina/trenton/,2,34,15,49,,,,,,,,
usa/south-carolina/williams-middle-school/,,,1,52,,,,,,,,
usa/south-carolina/ashton/,10,38,18,84,,,,,,,,
usa/south-carolina/charleston-public-works/,,,15,47,,,,,,,,
usa/south-dakota/wind-cave/,25,43,1,27,1,14,,,,,,
usa/south-dakota/research-farm/,10,39,4,86,1,68,,,,,,
usa/south-dakota/credit-union/,,,5,77,,,,,,,,
usa/south-dakota/uc1/,19,47,4,27,1,7,,,,,,
usa/south-dakota/badlands/,19,45,2,84,1,47,,,,,,
usa/south-dakota/watertown/,,,10,64,2,41,,,,,,
usa/tennessee/dyerteom/,,,14,39,,,,,,,,
usa/tennessee/air-lab/,,,6,66,,,,,,,,
usa/tennessee/athens/,,,23,57,,,,,,,,
usa/tennessee/lockland/,,,13,105,,,,,,,,
usa/tennessee/jackson/,,,11,62,,,,,,,,
usa/tennessee/lawrence/,,,8,29,,,,,,,,
usa/tennessee/shelby-farms/,7,46,15,53,,,,,,,,
usa/tennessee/hville/,8,35,5,91,,,,,,,,
usa/alabama/decatur/,15,47,13,75,,,,,,,,
usa/delaware/mlk/,4,44,15,60,,,2,3,,,,
usa/indiana/elkhart-prairie-st./,,,1,30,,,,,,,,
usa/indiana/ogden-dunes/,1,33,1,54,,,,,,,,
usa/indiana/fort-wayne-beacon-st/,38,45,3,55,,,,,,,,
usa/indiana/terre-haute-lafayette-ave/,1,49,15,68,,,2,3,,,,
usa/indiana/kokomo-e.-vaile-ave./,,,5,83,,,,,,,,
usa/indiana/larwill/,,,3,73,,,,,,,,
usa/indiana/lafayette-greenbush-st/,,,2,53,,,,,,,,
usa/indiana/south-bend-shields-dr/,1,30,15,58,,,,,2,13,,
usa/indiana/fishers/,,,1,51,,,,,,,,
usa/indiana/columbus-rocky-ford-rd/,,,4,49,,,,,,,,
usa/maryland/hagerstown/,6,49,5,63,,,,,,,,
usa/mississippi/gport-yc/,3,50,23,65,,,,,,,,
usa/montana/butte-greely-school/,,,3,30,1,21,,,,,,
usa/montana/billings-st.-lukes/,,,2,57,,,,,,,,
usa/montana/sidney-oil-field/,18,43,5,36,3,23,,,,,,
usa/montana/malta/,14,33,1,90,1,55,,,,,,
usa/montana/seeley-elementary-school/,,,13,94,,,,,,,,
usa/montana/missoula-boyd-park/,10,37,2,31,3,23,,,,,,
usa/montana/hamilton-ps-46/,,,10,63,,,,,,,,
usa/montana/birney/,6,41,1,20,1,18,,,,,,
usa/montana/rossiter-pump-house/,,,3,19,,,,,,,,
usa/montana/libby-courthouse/,,,3,68,3,33,,,,,,
usa/montana/bozeman-high-school/,,,3,73,,,,,,,,
usa/montana/lewistown/,21,39,1,24,1,16,,,,,,
usa/montana/west-yellowstone-park-ent--2/,,,5,34,,,,,,,,
usa/montana/broadus/,23,44,7,60,2,64,,,,,,
usa/north-carolina/leggett/,1,42,5,57,,,,,,,,
usa/north-carolina/kenansvl/,,,1,68,,,,,,,,
usa/north-carolina/candor-fro/,,,3,53,,,,,,,,
usa/north-carolina/jamesvil/,16,44,,,,,,,,,,
usa/north-dakota/dunn-center/,17,25,2,93,3,28,2,3,1,3,,
usa/rhode-island/w-greenwich/,5,55,5,57,,,,,1,3,,
usa/tennessee/look-rock-gsmnp/,30,47,25,62,,,,,,,,
usa/tennessee/golf_ln/,,,40,115,,,,,,,,
usa/tennessee/kingsport/,,,5,55,,,,,,,,
usa/tennessee/maryvill/,,,4,22,,,,,,,,
usa/wyoming/south-pass/,36,46,9,19,,,,,1,3,,
usa/wyoming/converse-county-mobile/,4,25,,,25,25,,,1,6,,
usa/wyoming/cheyenne-/,10,23,13,13,5,10,1,1,1,11,,
usa/wyoming/sinclair-mobile/,11,15,,,,,1,1,1,5,,
usa/wyoming/pinedale/,33,47,,,,,,,,,,
usa/north-carolina/bryson/,9,55,25,61,,,,,,,,
usa/alabama/ward/,1,37,1,53,,,,,,,,
usa/montana/french-town-beckwith/,,,3,27,,,,,,,,
usa/north-carolina/castle-h/,1,42,5,46,,,,,,,,
usa/new-hampshire/lebanon/,14,35,2,54,,,,,,,,
usa/south-carolina/cape-romain/,4,49,14,78,,,2,3,1,12,,
usa/kentucky/smiths-grove/,18,42,8,71,,,,,,,,
usa/north-carolina/marion/,,,1,75,,,,,,,,
usa/maryland/howard-county-near-road/,,,9,59,,,,,3,36,1,5
usa/north-carolina/burdens-creek/,22,62,20,148,9,54,,,1,5,2,6
usa/north-carolina/millbrook-ncore/,9,56,1,59,5,35,2,2,1,18,2,4
usa/oklahoma/ponca-city/,,,2,56,,,2,32,,,,
usa/south-carolina/irmo/,,,,,,,2,19,,,,
usa/north-carolina/mendnhal/,15,38,5,55,2,37,,,,,,
usa/kentucky/near-road/,,,,,,,,,3,21,2,4
usa/north-carolina/blackstone/,19,42,21,70,,,2,2,1,8,,
usa/ohio/new-albany/,32,51,18,61,,,,,,,,
usa/alabama/phnx-cty-pm/,,,5,54,,,,,,,,
usa/rhode-island/near-road/,,,5,57,,,,,8,41,2,9
usa/montana/ncore/,16,40,1,92,,,,,,,,
usa/illinois/cicero2/,,,3,58,,,,,,,,
usa/alabama/huntsville-old-airport/,17,52,12,77,,,,,,,,
usa/tennessee/harriman/,,,5,38,,,,,,,,
usa/minnesota/red-lake/,,,5,25,,,,,,,,
usa/kentucky/pike2001/,5,52,8,74,,,,,,,,
usa/alabama/chick./,1,46,5,59,,,2,3,,,,
usa/illinois/maryvill/,26,49,,,,,,,,,,
usa/kentucky/bates/,7,57,3,58,,,,,,,,
