cityname,min_o3,max_o3,min_pm25,max_pm25,min_pm10,max_pm10,min_so2,max_so2,min_no2,max_no2,min_co,max_co
california/mendocino/willits-justice-center/,,,5,38,,,,,,,,
california/monterey/salinas--3/,14,27,5,55,9,30,,,1,4,1,6
california/alameda/livermore-rincon/,2,35,5,46,1,33,0,3,1,19,2,7
california/alameda/oakland-east/,10,25,17,57,,,1,3,2,13,3,4
california/alameda/oakland-west/,18,26,25,70,,,0,1,2,14,2,4
california/contra-costa/concord/,11,40,25,57,,,0,2,1,8,2,3
california/contra-costa/san-pablo-rumrill/,7,28,13,59,,,0,1,1,13,4,6
california/marin/san-rafael/,10,26,5,53,,,0,2,0,11,2,3
california/napa/napa-jefferson-avenue/,2,41,9,61,,,1,2,2,10,3,6
california/san-francisco/san-francisco-arkansas-street/,8,23,21,72,,,0,1,2,17,3,5
california/san-mateo/redwood-city/,4,29,5,70,,,1,3,1,14,3,6
california/santa-clara/san-jose-jackson-st/,4,61,5,53,,,0,1,2,14,1,4
california/santa-clara/gilroy-9th-street/,5,50,5,55,7,45,,,1,8,2,3
california/madera/madera-city/,6,54,5,127,15,162,1,20,2,9,1,5
california/plumas/portola-gulling-street/,,,5,134,,,,,,,,
california/kern/kernville-forest-service/,,,,,,,,,,,,
california/placer/tahoe-city-221-fairway-drive/,8,43,5,34,,,,,,,,
california/placer/auburn-11645-atwood-road/,10,56,5,78,5,35,,,3,17,,
california/placer/lincoln-1445-1st-street/,8,46,5,70,5,35,,,3,18,,
california/alameda/oakland-laney-college/,2,29,21,72,,,1,3,6,32,3,6
california/fresno/pinehurst-forest-service/,,,,,,,,,,,,
california/tulare/springville-forest-service/,,,,,,,,,,,,
california/solano/rio-vista-ys/,5,47,5,42,,,0,2,1,7,2,3
california/sonoma/sebastopol-103-morris-street/,22,34,5,34,,,,,1,6,3,5
california/san-diego/otay-mesa-donovan-correctional-facility/,15,67,2,40,,,,,2,18,,
california/inyo/keeler-cerro-gordo-road/,,,1,56,3,50,,,,,,
california/placer/tahoe-city-221-fairway-drive/,8,43,5,34,,,,,,,,
california/placer/auburn-atwood-rd/,10,56,5,59,6,49,,,2,19,,
california/solano/rio-vista-st-francis-way/,4,47,5,34,,,0,2,1,5,2,3
california/san-luis-obispo/atascadero-lift-station--5/,7,55,5,82,6,33,,,1,9,,
california/santa-clara/san-jose-knox-avenue/,10,32,5,38,,,0,0,3,19,4,7
california/tehama/red-bluff-walnut-st/,14,40,5,25,,,,,,,,
california/inyo/bishop-line/,13,51,3,59,3,43,0,4,,,,
california/san-luis-obispo/atascadero-lift-station--5/,7,55,5,82,6,33,,,1,9,,
california/alameda/berkeley-aquatic-park/,2,19,21,57,,,0,1,2,27,4,9
california/sonoma/sebastopol/,1,32,9,50,,,,,1,6,3,4
california/placer/lincoln-1445-1st-st./,12,61,13,57,13,49,,,3,12,,
newyork/,13,50,1,76,,,,,7,36,1,5
buffalo/,14,70,18,59,,,,,2,28,,
usa/newyork/,17,66,11,78,,,,,6,27,1,5
usa/newyork/is-52/,19,76,2,24,,,,,7,20,1,3
usa/newyork/white-plains/,2,50,2,41,,,,,,,,
usa/newyork/suffolk-county/,18,106,2,73,,,,,,,,
usa/newyork/queens-college/,18,84,,,,,,,2,27,,
usa/newyork/ccny/,6,60,1,52,,,,,5,31,1,3
usa/newyork/is-74/,,,38,65,,,,,9,38,2,5
usa/newyork/ps-314/,15,66,1,67,,,,,,,,
usa/newyork/maspeth/,,,4,66,,,,,5,31,1,3
usa/newyork/eisenhower-park/,9,43,1,57,,,,,,,,
usa/newyork/is-143/,1,62,8,82,,,,,5,49,2,9
usa/newyork/division-street/,4,60,3,56,,,,,5,31,1,3
usa/newyork/ps-274/,,,1,35,,,,,7,16,1,2
usa/newyork/fresh-kills-west/,3,27,1,56,,,,,,,,
usa/newyork/albany-county-hd/,16,51,1,29,,,,,,,1,3
usa/newyork/utica/,,,2,55,,,,,,,,
usa/newyork/buffalo/,37,70,33,62,,,,,2,10,,
usa/newyork/rochester/,37,69,17,56,,,,,2,8,,
usa/newyork/newburgh/,,,15,60,,,,,,,,
usa/newyork/pinnacle/,34,50,18,56,,,,,,,,
usa/newyork/rockland-county/,9,28,3,52,,,,,,,,
usa/newyork/ps-19/,18,75,44,109,,,,,5,27,1,5
usa/newyork/peace-bridge-busti-ave/,13,24,1,91,,,,,,,,
usa/newyork/tonawanda-ii/,14,32,1,32,,,,,,,,
usa/newyork/port-richmond/,1,27,3,53,,,,,,,,
usa/newyork/morrisania/,,,3,24,,,,,,,,
usa/new-york/holtsville/,500,500,174,999,,,,,,,,
usa/mexico/colegio-de-bachilleres/,,,,,,,,,,,,
usa/mexico/universidad-autonoma-de-baja-california/,,,,,,,,,,,,
usa/mexico/cuajimalpa/,,,,,,,,,,,,
usa/mexico/chalco/,,,,,,,,,,,,
usa/arizona/douglas-red-cross/,,,9,55,13,64,,,,,,
usa/arizona/nogales-post-office/,,,5,38,5,56,,,,,,
usa/arizona/alamo-lake/,13,28,5,50,2,41,,,,,,
usa/arizona/childrens-park-site/,5,26,9,59,,,,,,,,
usa/arizona/phoenix-jlg-supersite/,1,35,5,50,11,78,1,2,1,19,1,8
usa/arizona/yuma-supersite/,8,27,5,63,9,63,,,,,,
usa/alabama/wylam/,,,31,89,10,44,,,,,,
usa/alabama/corner/,10,56,2,52,,,,,,,,
usa/alabama/no.-bham/,11,35,4,64,1,34,,,,,,
usa/alabama/mcadory/,2,32,3,59,,,,,,,,
usa/indiana/anderson-eastside-elem.-sch/,,,12,60,,,,,,,,
usa/indiana/evansville-buena-vista/,5,32,1,58,,,2,4,8,8,,
usa/indiana/indpls-i-70-e/,20,60,40,63,,,,,2,12,3,5
usa/indiana/indpls-washington-park/,1,53,16,93,17,51,2,3,4,33,2,10
usa/indiana/bloomington/,,,2,36,,,,,,,,
usa/indiana/gary-iitri/,2,75,3,108,5,57,2,2,3,33,,
usa/indiana/indpls-w.18th-st/,,,16,55,,,,,,,,
usa/kentucky/fivco/,2,52,20,62,,,,,,,,
usa/kentucky/jprecc/,2,47,,,,,,,,,,
usa/kentucky/newtwn/,13,51,32,79,,,,,,,,
usa/minnesota/lakeville-near-road/,,,5,25,,,,,1,22,0,3
usa/minnesota/brainerd/,18,40,5,34,,,,,,,,
usa/minnesota/west-duluth/,,,5,59,,,,,,,,
usa/minnesota/minneapolis-near-road/,17,52,21,59,,,,,2,29,3,5
usa/minnesota/minneapolis-lyndale/,,,5,61,,,,,,,,
usa/minnesota/virginia/,,,5,42,,,,,,,,
usa/minnesota/detroit-lakes/,11,30,5,21,,,,,,,,
usa/minnesota/grand-portage/,,,5,46,,,,,,,,
usa/minnesota/st.-michael/,2,42,5,42,,,,,,,,
usa/minnesota/st.-cloud/,11,65,5,55,,,,,,,,
usa/minnesota/rochester/,13,55,17,63,,,,,,,,
usa/minnesota/minneapolis-phillips/,,,13,59,,,,,,,,
usa/minnesota/ely/,19,38,5,34,,,,,,,,
usa/minnesota/blaine/,4,49,5,34,7,23,2,4,1,24,2,6
usa/minnesota/st.-paul-harding-h.s./,,,17,53,,,,,,,,
usa/missouri/broadway-south/,,,1,119,,,,,,,,
usa/missouri/blair-street/,18,56,2,57,,,2,4,2,24,2,4
usa/missouri/ladue/,,,18,67,,,,,,,,
usa/missouri/blue-ridge-i-70/,,,2,47,,,,,2,35,2,8
usa/missouri/forest-park/,,,2,89,,,,,2,16,2,4
usa/missouri/arnold/,7,29,5,56,5,27,,,,,,
usa/missouri/liberty/,15,60,14,56,,,,,,,,
usa/missouri/missouri-state-university/,,,12,53,5,21,,,,,,
usa/missouri/eldospgs/,24,45,10,46,,,,,,,,
usa/missouri/troost/,,,5,77,1,63,2,7,3,15,,
usa/missouri/branch-street/,,,1,54,3,61,,,,,,
usa/missouri/st.-joseph/,,,,,17,123,,,,,,
usa/missouri/rg_south/,14,45,1,38,,,,,,,,
usa/north-carolina/garinger/,2,73,5,53,,,,,,,,
usa/north-dakota/beulah-north/,15,40,4,51,1,25,2,7,1,5,,
usa/nebraska/ncore/,10,36,5,61,15,52,2,4,,,2,3
usa/nebraska/llchd-bam/,,,5,57,,,,,,,,
usa/oklahoma/moore/,15,48,2,80,,,,,,,,
usa/oklahoma/glenpool/,13,32,23,66,,,,,,,,
usa/oklahoma/mcalester/,11,30,4,57,,,,,,,,
usa/oklahoma/burneyville/,2,40,,,,,,,,,,
usa/oklahoma/seiling/,2,40,6,49,,,,,,,,
usa/oklahoma/lawton-north/,12,38,30,46,,,,,,,,
usa/oklahoma/tulsa/,16,37,45,66,,,2,3,2,5,0,1
usa/tennessee/riverside/,,,8,55,,,,,,,,
usa/vermont/burlington/,,,1,56,,,,,2,13,2,6
usa/vermont/bennington/,13,38,,,,,,,,,,
usa/vermont/rutland/,11,35,5,38,,,,,1,13,1,3
usa/vermont/underhill/,18,52,3,63,,,2,2,,,1,2
usa/west-virginia/moundsville/,,,24,59,,,,,,,,
usa/alabama/hoover/,1,32,13,55,,,,,,,,
usa/alabama/montg/,8,37,16,59,,,,,,,,
usa/arkansas/adeq-dsr/,,,25,63,,,,,,,,
usa/arkansas/sprngdle/,5,43,22,54,,,,,,,,
usa/arkansas/marion/,6,67,23,56,,,,,,,,
usa/arkansas/parr/,4,39,2,48,,,,,,,,
usa/arkansas/el-dorado/,,,27,60,,,,,,,,
usa/delaware/killens/,15,73,52,71,,,,,,,,
usa/delaware/seaford/,13,34,14,38,,,,,,,,
usa/illinois/chi_com/,15,71,24,87,,,,,,,,
usa/illinois/bondville/,22,50,15,92,,,2,3,,,1,2
usa/illinois/peoria_j/,,,22,59,,,,,,,,
usa/illinois/gc_mad/,,,5,72,,,,,,,,
usa/illinois/chi_sp/,,,1,56,,,,,,,,
usa/illinois/east-st.-louis/,10,66,,,,,,,,,,
usa/illinois/west-union/,24,52,,,,,,,,,,
usa/illinois/braidwd/,6,48,4,67,,,,,,,,
usa/illinois/decatur/,4,48,2,72,,,,,,,,
usa/illinois/alsip/,1,57,2,67,,,,,,,,
usa/illinois/cary/,22,43,21,65,,,,,,,,
usa/illinois/northbrk/,15,58,3,103,,,,,,,,
usa/indiana/new-albany/,1,47,16,54,,,2,3,,,,
usa/kansas/cedrbluf/,11,26,1,45,,,,,,,,
usa/kansas/whlthdpt/,8,28,3,56,5,31,,,,,,
usa/kansas/wy/kc/,26,47,21,106,5,46,,,,,,
usa/kansas/heritage-park/,9,52,2,53,,,,,,,,
usa/kentucky/haz2/,5,34,12,43,,,,,,,,
usa/kentucky/cannons-lane/,1,44,11,62,6,28,2,2,,,2,5
usa/kentucky/watson/,2,56,1,68,1,41,2,19,,,,
usa/kentucky/mammoth-cave-np/,,,,,,,,,,,,
usa/kentucky/baskett/,7,61,25,69,,,,,,,,
usa/kentucky/etown2/,11,38,6,58,,,,,,,,
usa/kentucky/owenpri/,5,57,30,98,,,,,,,,
usa/kentucky/southwick-community-center/,,,8,54,4,22,,,,,,
usa/kentucky/nku/,5,51,12,60,,,,,,,,
usa/maryland/fair-hill/,21,71,25,65,,,,,,,,
usa/maryland/oldtown/,,,5,61,,,,,3,22,,
usa/maryland/rockville/,1,44,34,70,,,,,,,,
usa/maryland/horn-point/,15,51,5,78,,,2,2,,,1,3
usa/maryland/piney-run/,25,53,17,53,,,2,3,,,0,2
usa/maryland/hu-beltsville/,4,78,13,70,,,2,2,,,2,4
usa/maryland/millington/,7,39,5,34,,,,,,,,
usa/maryland/padonia/,,,5,76,,,,,,,,
usa/maryland/edgewood/,6,88,5,5,,,,,,,,
usa/mississippi/hernando/,18,40,15,82,,,,,,,,
usa/mississippi/jaxfs19/,,,12,60,,,,,,,,
usa/mississippi/hattiesburg/,,,1,54,,,,,,,,
usa/mississippi/jackson-ncore/,11,42,,,,,,,,,,
usa/north-carolina/durham-armory/,1,50,13,59,5,21,2,3,,,,
usa/north-carolina/dillard/,,,41,73,,,,,,,,
usa/north-carolina/cherrygr/,21,58,,,,,,,,,,
usa/north-carolina/clemmons-middle/,6,34,3,33,,,,,,,,
usa/north-carolina/grier-middle-school/,,,3,49,,,,,,,,
usa/north-carolina/montclaire/,,,13,61,,,,,,,,
usa/north-carolina/bded/,,,6,57,,,,,,,,
usa/north-carolina/hattieaven/,6,30,5,73,,,3,6,1,12,,
usa/north-carolina/w-owen-sch/,,,17,76,7,36,,,,,,
usa/north-dakota/williston/,6,37,1,48,2,40,,,,,,
usa/north-dakota/hannover/,18,37,5,33,1,27,2,6,1,4,,
usa/north-dakota/lostwood-nwr/,16,49,10,56,10,37,2,10,1,5,,
usa/north-dakota/bismarck-residential/,12,43,,,,,2,3,1,16,2,3
usa/north-dakota/fargo-nw/,10,48,2,51,11,78,2,4,2,13,,
usa/new-hampshire/miller-state-park/,31,75,5,63,4,68,2,3,,,1,3
usa/new-hampshire/keene/,7,47,5,42,,,,,,,,
usa/new-hampshire/portsmouth/,18,61,15,59,9,41,2,10,,,,
usa/new-hampshire/londonderry-moose-hill/,20,60,5,50,1,31,2,2,,,1,2
usa/ohio/erie/,22,60,18,60,,,,,,,,
usa/ohio/preble-county/,12,44,2,43,,,,,,,1,2
usa/ohio/painesville-jfs/,15,27,5,43,,,2,3,,,,
usa/ohio/sycamore/,8,67,18,63,,,,,,,,
usa/ohio/colerain/,1,46,4,51,,,2,3,,,,
usa/ohio/taft/,2,76,38,82,20,46,2,7,1,38,2,7
usa/ohio/barr-school/,,,1,53,,,,,,,,
usa/ohio/columbus-fairgrounds/,,,1,68,,,2,6,,,,
usa/ohio/canton/,,,26,64,,,,,,,3,6
usa/ohio/lebanon/,23,69,32,84,,,,,,,,
usa/ohio/batavia/,19,46,14,58,,,,,,,,
usa/ohio/youngstown-head-start/,,,14,57,,,,,,,,
usa/ohio/g.t.craig/,1,43,24,123,16,182,2,24,3,33,1,9
usa/ohio/dayton-sinclair/,,,13,59,,,,,,,,
usa/ohio/steubenville/,1,60,42,88,,,2,13,,,,
usa/ohio/east-high-school/,,,25,56,,,,,,,,
usa/ohio/yankee-road/,,,15,94,,,2,14,,,,
usa/ohio/amanda--elementary/,,,8,57,,,2,4,,,,
usa/ohio/chippewa-lake/,3,48,3,56,,,,,,,,
usa/ohio/yellow-springs/,,,10,91,,,,,,,,
usa/ohio/springfield-pm/,,,9,66,,,,,,,,
usa/ohio/lima/,17,49,8,55,,,,,,,,
usa/ohio/warren-laird-ave./,,,1,1,,,,,,,,
usa/ohio/ironton-odot/,2,42,4,57,,,2,2,,,,
usa/oklahoma/roland/,1,38,3,38,,,,,,,,
usa/oklahoma/miami/,9,26,,,,,,,,,,
usa/oklahoma/north-okc/,30,61,,,3,37,,,,,2,3
usa/oklahoma/stilwell-castnet---ncore/,18,39,1,67,2,29,2,3,,,1,2
usa/rhode-island/narragansett/,21,51,5,68,,,,,,,,
usa/rhode-island/e-providence/,15,44,5,53,,,2,2,1,6,1,2
usa/rhode-island/providence/,,,5,42,,,,,,,,
usa/south-carolina/greenville-esc/,,,10,58,6,25,,,1,13,,
usa/south-carolina/long-creek/,26,36,4,32,,,,,,,,
usa/south-carolina/chesterfield/,10,48,11,64,,,,,,,,
usa/south-carolina/tk-gregg/,,,1,41,,,,,,,,
usa/south-carolina/trenton/,9,34,18,66,,,,,,,,
usa/south-carolina/williams-middle-school/,,,18,50,,,,,,,,
usa/south-carolina/ashton/,4,27,5,65,,,,,,,,
usa/south-carolina/charleston-public-works/,,,11,57,,,,,,,,
usa/south-dakota/wind-cave/,34,43,6,46,3,20,,,,,,
usa/south-dakota/research-farm/,14,50,8,71,2,29,,,,,,
usa/south-dakota/credit-union/,,,2,62,,,,,,,,
usa/south-dakota/uc1/,4,60,6,79,7,78,,,,,,
usa/south-dakota/badlands/,25,52,5,45,4,24,,,,,,
usa/south-dakota/watertown/,,,2,52,1,29,,,,,,
usa/tennessee/dyerteom/,,,1,15,,,,,,,,
usa/tennessee/air-lab/,,,4,94,,,,,,,,
usa/tennessee/athens/,,,15,70,,,,,,,,
usa/tennessee/lockland/,,,21,65,,,,,,,,
usa/tennessee/jackson/,,,30,53,,,,,,,,
usa/tennessee/lawrence/,,,4,67,,,,,,,,
usa/tennessee/shelby-farms/,6,80,20,48,,,,,,,,
usa/tennessee/hville/,16,39,5,53,,,,,,,,
usa/alabama/decatur/,2,47,15,53,,,,,,,,
usa/delaware/mlk/,3,67,8,75,,,2,4,,,,
usa/indiana/elkhart-prairie-st./,,,2,82,,,,,,,,
usa/indiana/ogden-dunes/,24,64,11,67,,,,,,,,
usa/indiana/fort-wayne-beacon-st/,12,44,4,59,,,,,,,,
usa/indiana/terre-haute-lafayette-ave/,10,38,3,73,,,2,3,,,,
usa/indiana/kokomo-e.-vaile-ave./,,,3,63,,,,,,,,
usa/indiana/larwill/,,,1,37,,,,,,,,
usa/indiana/lafayette-greenbush-st/,,,2,62,,,,,,,,
usa/indiana/south-bend-shields-dr/,15,50,39,75,,,,,2,12,,
usa/indiana/fishers/,,,1,23,,,,,,,,
usa/indiana/columbus-rocky-ford-rd/,,,4,61,,,,,,,,
usa/maryland/hagerstown/,24,76,9,76,,,,,,,,
usa/mississippi/gport-yc/,1,28,10,37,,,,,,,,
usa/montana/butte-greely-school/,,,10,56,7,57,,,,,,
usa/montana/billings-st.-lukes/,,,1,74,,,,,,,,
usa/montana/sidney-oil-field/,18,43,5,36,3,23,,,,,,
usa/montana/malta/,14,35,1,59,1,23,,,,,,
usa/montana/seeley-elementary-school/,,,16,83,,,,,,,,
usa/montana/missoula-boyd-park/,7,35,4,35,3,23,,,,,,
usa/montana/hamilton-ps-46/,,,5,58,,,,,,,,
usa/montana/birney/,10,43,5,65,1,40,,,,,,
usa/montana/rossiter-pump-house/,,,9,60,,,,,,,,
usa/montana/libby-courthouse/,,,1,59,4,18,,,,,,
usa/montana/bozeman-high-school/,,,1,35,,,,,,,,
usa/montana/lewistown/,22,45,3,50,2,21,,,,,,
usa/montana/west-yellowstone-park-ent--2/,,,5,63,,,,,,,,
usa/montana/broadus/,24,41,11,98,6,95,,,,,,
usa/north-carolina/leggett/,14,42,5,57,,,,,,,,
usa/north-carolina/kenansvl/,,,1,68,,,,,,,,
usa/north-carolina/candor-fro/,,,3,56,,,,,,,,
usa/north-carolina/jamesvil/,,,,,,,,,,,,
usa/north-dakota/dunn-center/,8,34,5,32,4,22,2,2,1,7,,
usa/rhode-island/w-greenwich/,2,98,25,72,,,,,1,3,,
usa/tennessee/look-rock-gsmnp/,30,67,23,78,,,,,,,,
usa/tennessee/golf_ln/,,,40,115,,,,,,,,
usa/tennessee/kingsport/,,,5,63,,,,,,,,
usa/tennessee/maryvill/,,,4,35,,,,,,,,
usa/wyoming/south-pass/,26,46,14,21,,,,,1,1,,
usa/wyoming/converse-county-mobile/,4,25,,,25,25,,,1,6,,
usa/wyoming/cheyenne-/,10,23,13,13,5,10,1,1,1,11,,
usa/wyoming/sinclair-mobile/,11,15,,,,,1,1,1,5,,
usa/wyoming/pinedale/,25,47,,,,,,,,,,
usa/north-carolina/bryson/,2,39,5,21,,,,,,,,
usa/alabama/ward/,4,29,3,53,,,,,,,,
usa/montana/french-town-beckwith/,,,18,67,,,,,,,,
usa/north-carolina/castle-h/,1,40,5,53,,,,,,,,
usa/new-hampshire/lebanon/,12,41,2,33,,,,,,,,
usa/south-carolina/cape-romain/,18,65,6,69,,,2,6,1,6,,
usa/kentucky/smiths-grove/,6,32,6,59,,,,,,,,
usa/north-carolina/marion/,,,1,75,,,,,,,,
usa/maryland/howard-county-near-road/,,,17,68,,,,,3,31,1,5
usa/north-carolina/burdens-creek/,1,38,15,40,8,20,,,2,15,2,4
usa/north-carolina/millbrook-ncore/,19,48,12,59,1,28,,,1,7,2,5
usa/oklahoma/ponca-city/,,,1,32,,,2,19,,,,
usa/south-carolina/irmo/,,,3,74,,,2,4,,,,
usa/north-carolina/mendnhal/,1,48,21,76,6,32,,,,,,
usa/kentucky/near-road/,,,,,,,,,10,33,2,8
usa/north-carolina/blackstone/,12,30,5,59,,,,,1,2,,
usa/ohio/new-albany/,30,64,24,60,,,,,,,,
usa/alabama/phnx-cty-pm/,,,5,54,,,,,,,,
usa/rhode-island/near-road/,,,8,61,,,,,11,32,4,11
usa/montana/ncore/,17,44,1,33,,,,,,,,
usa/illinois/cicero2/,,,5,73,,,,,,,,
usa/alabama/huntsville-old-airport/,7,46,34,63,,,,,,,,
usa/tennessee/harriman/,,,5,55,,,,,,,,
usa/minnesota/red-lake/,,,5,25,,,,,,,,
usa/kentucky/pike2001/,2,35,6,43,,,,,,,,
usa/alabama/chick./,10,32,5,73,,,2,3,,,,
usa/illinois/maryvill/,24,61,,,,,,,,,,
usa/kentucky/bates/,7,51,1,60,,,,,,,,
usa/minnesota/red-lake-nation/,,,5,30,,,,,,,,
